RADIOBASE,FECHA,REGION,TRAFICO
RBCH0631C004,2019-09-08,3,22.8
RBCH0631C005,2019-09-08,3,7.79
RBCH0631C006,2019-09-08,3,26.66
RBCH0632C001,2019-09-08,3,11.22
RBCH0632C002,2019-09-08,3,12.61
RBCH0632C003,2019-09-08,3,22.36
RBCH0634C001,2019-09-08,3,69.77
RBCH0634C002,2019-09-08,3,108.85
RBCH0634C003,2019-09-08,3,27.97
RBCH0794C001,2019-09-08,3,301.2
RBCH0794C002,2019-09-08,3,226.52
RBCH0794C003,2019-09-08,3,353.85
RBCH0794C004,2019-09-08,3,145.86
RBCH0794C005,2019-09-08,3,126.84
RBCH0794C006,2019-09-08,3,182.58
RBCH1249C001,2019-09-08,3,71.26
RBCH1249C002,2019-09-08,3,499.44
RBCH1249C003,2019-09-08,3,56.22
RBCH1249C004,2019-09-08,3,29.97
RBCH1249C005,2019-09-08,3,228.36
RBCH1249C006,2019-09-08,3,40.73
RBCH1286C001,2019-09-08,3,13.85
RBCH1286C002,2019-09-08,3,265.08
RBCH1286C003,2019-09-08,3,78.41
RBCH1286C004,2019-09-08,3,5.59
RBCH1286C005,2019-09-08,3,110.36
RBCH1286C006,2019-09-08,3,29.66
RBCH1451C001,2019-09-08,3,40.74
RBCH1451C002,2019-09-08,3,547.88
RBCH1451C003,2019-09-08,3,319.47
RBCH1451C004,2019-09-08,3,27.3
RBCH1451C005,2019-09-08,3,194.85
RBCH1451C006,2019-09-08,3,102.04
RBCH1467C001,2019-09-08,3,152.38
RBCH1467C002,2019-09-08,3,11.36
RBCH1467C003,2019-09-08,3,57.04
RBCH1467C004,2019-09-08,3,93.29
RBCH1467C005,2019-09-08,3,4.42
RBCH1467C006,2019-09-08,3,30.96
RBCH1488C001,2019-09-08,3,74.37
RBCH1488C002,2019-09-08,3,35.86
RBCH1488C003,2019-09-08,3,86.95
RBCH1488C004,2019-09-08,3,31.71
RBCH1488C005,2019-09-08,3,13.02
RBCH1488C006,2019-09-08,3,37.71
RBCH1501C001,2019-09-08,3,69.56
RBCH1501C002,2019-09-08,3,208.58
RBCH1501C003,2019-09-08,3,155.67
RBCH1501C004,2019-09-08,3,43.42
RBCH1501C005,2019-09-08,3,137.43
RBCH1501C006,2019-09-08,3,96.1
RBCH1502C001,2019-09-08,3,29.69
RBCH1502C002,2019-09-08,3,98.96
RBCH1502C003,2019-09-08,3,12.02
RBCH1502C004,2019-09-08,3,15.72
RBCH1502C005,2019-09-08,3,80.71
RBCH1502C006,2019-09-08,3,7.98
RBCH1503C001,2019-09-08,3,102.68
RBCH1503C002,2019-09-08,3,129.78
RBCH1503C003,2019-09-08,3,73.43
RBCH1503C004,2019-09-08,3,36.88
RBCH1503C005,2019-09-08,3,63.95
RBCH1503C006,2019-09-08,3,44.68
RBCH1504C001,2019-09-08,3,170.83
RBCH1504C002,2019-09-08,3,264.76
RBCH1504C003,2019-09-08,3,263.79
RBCH1504C004,2019-09-08,3,88.22
RBCH1504C005,2019-09-08,3,163.01
RBCH1504C006,2019-09-08,3,147.13
RBCH1505C001,2019-09-08,3,148.79
RBCH1505C002,2019-09-08,3,135.5
RBCH1505C003,2019-09-08,3,232.15
RBCH1505C004,2019-09-08,3,105.73
RBCH1505C005,2019-09-08,3,70.29
RBCH1505C006,2019-09-08,3,124.46
RBCH1506C001,2019-09-08,3,42.49
RBCH1506C002,2019-09-08,3,188.72
RBCH1506C003,2019-09-08,3,204
RBCH1506C004,2019-09-08,3,28.95
RBCH1506C005,2019-09-08,3,155.36
RBCH1506C006,2019-09-08,3,163.17
RBCH1507C001,2019-09-08,3,81.5
RBCH1507C002,2019-09-08,3,108.27
RBCH1507C003,2019-09-08,3,113.49
RBCH1507C004,2019-09-08,3,59.76
RBCH1507C005,2019-09-08,3,66.71
RBCH1507C006,2019-09-08,3,74.73
RBCH1508C001,2019-09-08,3,333.55
RBCH1508C002,2019-09-08,3,89.17
RBCH1508C003,2019-09-08,3,118.11
RBCH1508C004,2019-09-08,3,228.14
RBCH1508C005,2019-09-08,3,53.47
RBCH1508C006,2019-09-08,3,83.67
RBCH1509C001,2019-09-08,3,76.44
RBCH1509C002,2019-09-08,3,164.99
RBCH1509C003,2019-09-08,3,195.52
RBCH1509C004,2019-09-08,3,43.97
RBCH1509C005,2019-09-08,3,83.4
RBCH1509C006,2019-09-08,3,111.62
RBCH1510C001,2019-09-08,3,348.71
RBCH1510C002,2019-09-08,3,78.51
RBCH1510C003,2019-09-08,3,116.33
RBCH1510C004,2019-09-08,3,185.27
RBCH1510C005,2019-09-08,3,42.49
RBCH1510C006,2019-09-08,3,62.86
RBCH1511C001,2019-09-08,3,147.09
RBCH1511C002,2019-09-08,3,89.24
RBCH1511C003,2019-09-08,3,98.38
RBCH1511C004,2019-09-08,3,84.99
RBCH1511C005,2019-09-08,3,48.45
RBCH1511C006,2019-09-08,3,60.79
RBCH1512C001,2019-09-08,3,11.81
RBCH1512C002,2019-09-08,3,136.79
RBCH1512C003,2019-09-08,3,94.24
RBCH1512C004,2019-09-08,3,9.28
RBCH1512C005,2019-09-08,3,120.52
RBCH1512C006,2019-09-08,3,62.62
RBCH1513C001,2019-09-08,3,83.93
RBCH1513C002,2019-09-08,3,42.6
RBCH1513C003,2019-09-08,3,138.9
RBCH1513C004,2019-09-08,3,42.92
RBCH1513C005,2019-09-08,3,22.14
RBCH1513C006,2019-09-08,3,77.77
RBCH1514C001,2019-09-08,3,113.76
RBCH1514C002,2019-09-08,3,138.08
RBCH1514C003,2019-09-08,3,75.71
RBCH1514C004,2019-09-08,3,104.34
RBCH1514C005,2019-09-08,3,87.85
RBCH1514C006,2019-09-08,3,54.09
RBCH1515C001,2019-09-08,3,86.66
RBCH1515C002,2019-09-08,3,181.63
RBCH1515C003,2019-09-08,3,122.27
RBCH1515C004,2019-09-08,3,81.22
RBCH1515C005,2019-09-08,3,132.3
RBCH1515C006,2019-09-08,3,89.44
RBCH1516C001,2019-09-08,3,188.36
RBCH1516C002,2019-09-08,3,105.3
RBCH1516C003,2019-09-08,3,62.72
RBCH1516C004,2019-09-08,3,115.16
RBCH1516C005,2019-09-08,3,66.72
RBCH1516C006,2019-09-08,3,37.1
RBCH1517C001,2019-09-08,3,79.65
RBCH1517C002,2019-09-08,3,255.54
RBCH1517C003,2019-09-08,3,109.18
RBCH1517C004,2019-09-08,3,55.6
RBCH1517C005,2019-09-08,3,148.8
RBCH1517C006,2019-09-08,3,71.73
RBCH1518C001,2019-09-08,3,94.57
RBCH1518C002,2019-09-08,3,226.24
RBCH1518C003,2019-09-08,3,189.74
RBCH1518C004,2019-09-08,3,53.68
RBCH1518C005,2019-09-08,3,133.64
RBCH1518C006,2019-09-08,3,92.2
RBCH1519C001,2019-09-08,3,167.18
RBCH1519C002,2019-09-08,3,194.49
RBCH1519C003,2019-09-08,3,164.3
RBCH1519C004,2019-09-08,3,105.42
RBCH1519C005,2019-09-08,3,107.65
RBCH1519C006,2019-09-08,3,100.93
RBCH1520C001,2019-09-08,3,29.69
RBCH1520C002,2019-09-08,3,68.06
RBCH1520C003,2019-09-08,3,77.65
RBCH1520C004,2019-09-08,3,24.75
RBCH1520C005,2019-09-08,3,58.28
RBCH1520C006,2019-09-08,3,55.88
RBCH1521C001,2019-09-08,3,148.91
RBCH1521C002,2019-09-08,3,198.05
RBCH1521C003,2019-09-08,3,206.94
RBCH1521C004,2019-09-08,3,91.37
RBCH1521C005,2019-09-08,3,121.01
RBCH1521C006,2019-09-08,3,104.27
RBCH1522C001,2019-09-08,3,129.98
RBCH1522C002,2019-09-08,3,95.02
RBCH1522C003,2019-09-08,3,35.05
RBCH1522C004,2019-09-08,3,86.36
RBCH1522C005,2019-09-08,3,67.71
RBCH1522C006,2019-09-08,3,26.21
RBZA5477C006,2019-09-09,6,42.16
RBZA5994C001,2019-09-09,6,18.39
RBZA5994C002,2019-09-09,6,86.33
RBZA5994C003,2019-09-09,6,81.41
RBZA5994C004,2019-09-09,6,3.92
RBZA5994C005,2019-09-09,6,12.78
RBZA5994C006,2019-09-09,6,16.68
RBZA5995C001,2019-09-09,6,156.83
RBZA5995C002,2019-09-09,6,58.55
RBZA5995C003,2019-09-09,6,59.28
RBZA5995C004,2019-09-09,6,34.49
RBZA5995C005,2019-09-09,6,17.33
RBZA5995C006,2019-09-09,6,15.93
RBZA5996C001,2019-09-09,6,68.01
RBZA5996C002,2019-09-09,6,19.23
RBZA5996C003,2019-09-09,6,31.89
RBZA5996C004,2019-09-09,6,23.73
RBZA5996C005,2019-09-09,6,11.39
RBZA5996C006,2019-09-09,6,14.15
RBZA6353C001,2019-09-09,6,203.58
RBZA6353C002,2019-09-09,6,100.33
RBZA6353C003,2019-09-09,6,139.77
RBZA6353C004,2019-09-09,6,92.63
RBZA6353C005,2019-09-09,6,64.22
RBZA6353C006,2019-09-09,6,67.49
RBZA6356C001,2019-09-09,6,303.03
RBZA6356C002,2019-09-09,6,177.96
RBZA6356C003,2019-09-09,6,40.64
RBZA6356C004,2019-09-09,6,123.39
RBZA6356C005,2019-09-09,6,88.66
RBZA6356C006,2019-09-09,6,21.75
RBZA6357C001,2019-09-09,6,47.01
RBZA6357C002,2019-09-09,6,295.16
RBZA6357C003,2019-09-09,6,137.06
RBZA6357C004,2019-09-09,6,27.06
RBZA6357C005,2019-09-09,6,130.76
RBZA6357C006,2019-09-09,6,71.81
RBZA6360C001,2019-09-09,6,169
RBZA6360C002,2019-09-09,6,297.57
RBZA6360C003,2019-09-09,6,91.22
RBZA6360C004,2019-09-09,6,74.42
RBZA6360C005,2019-09-09,6,108.61
RBZA6360C006,2019-09-09,6,24.69
RBZA6643C001,2019-09-09,3,108.32
RBZA6643C002,2019-09-09,3,75.07
RBZA6643C003,2019-09-09,3,209.96
RBZA6643C004,2019-09-09,3,36.36
RBZA6643C005,2019-09-09,3,25.15
RBZA6643C006,2019-09-09,3,94.16
RBZA7028C001,2019-09-09,6,167.12
RBZA7028C002,2019-09-09,6,141.38
RBZA7028C003,2019-09-09,6,107.57
RBZA7028C004,2019-09-09,6,36.39
RBZA7028C005,2019-09-09,6,39.16
RBZA7028C006,2019-09-09,6,32.6
RBZA7039C001,2019-09-09,6,177.55
RBZA7039C002,2019-09-09,6,138.93
RBZA7039C003,2019-09-09,6,188.95
RBZA7039C004,2019-09-09,6,91.88
RBZA7039C005,2019-09-09,6,69.66
RBZA7039C006,2019-09-09,6,85.38
RBZA7041C001,2019-09-09,6,144.93
RBZA7041C002,2019-09-09,6,431.62
RBZA7041C003,2019-09-09,6,151.14
RBZA7041C004,2019-09-09,6,84.38
RBZA7041C005,2019-09-09,6,186.7
RBZA7041C006,2019-09-09,6,56.39
RBZA7050C001,2019-09-09,6,184.75
RBZA7050C002,2019-09-09,6,64.2
RBZA7050C003,2019-09-09,6,246.03
RBZA7050C004,2019-09-09,6,69.51
RBZA7050C005,2019-09-09,6,21.48
RBZA7050C006,2019-09-09,6,107.61
RBZA7067C001,2019-09-09,6,168.54
RBZA7067C002,2019-09-09,6,331.43
RBZA7067C003,2019-09-09,6,281.24
RBZA7067C004,2019-09-09,6,78.25
RBZA7067C005,2019-09-09,6,136.11
RBZA7067C006,2019-09-09,6,110.84
RBZA7074C001,2019-09-09,6,60.25
RBZA7074C002,2019-09-09,6,35.19
RBZA7074C003,2019-09-09,6,65.31
RBZA7074C004,2019-09-09,6,19.93
RBZA7074C005,2019-09-09,6,8.47
RBZA7074C006,2019-09-09,6,16.11
RBZA7087C001,2019-09-09,6,369.03
RBZA7087C002,2019-09-09,6,212.82
RBZA7087C003,2019-09-09,6,261.45
RBZA7087C004,2019-09-09,6,596.06
RBZA7087C005,2019-09-09,6,107.67
RBZA7087C006,2019-09-09,6,794.73
RBZA7099C001,2019-09-09,6,109.04
RBZA7099C002,2019-09-09,6,58.8
RBZA7099C003,2019-09-09,6,175.48
RBZA7099C004,2019-09-09,6,33.48
RBZA7099C005,2019-09-09,6,16.27
RBZA7099C006,2019-09-09,6,52.62
RBZA7100C001,2019-09-09,6,101
RBZA7100C002,2019-09-09,6,260.62
RBZA7100C003,2019-09-09,6,124.61
RBZA7100C004,2019-09-09,6,33.42
RBZA7100C005,2019-09-09,6,90
RBZA7100C006,2019-09-09,6,36.03
RBZA7101C001,2019-09-09,6,129.07
RBZA7101C002,2019-09-09,6,31.75
RBZA7101C003,2019-09-09,6,243.71
RBZA7101C004,2019-09-09,6,43.73
RBZA7101C005,2019-09-09,6,10.39
RBZA7101C006,2019-09-09,6,81.88
RBZA7103C001,2019-09-09,6,225.73
RBZA7103C002,2019-09-09,6,104.62
RBZA7103C003,2019-09-09,6,166.61
RBZA7103C004,2019-09-09,6,95.73
RBZA7103C005,2019-09-09,6,42.77
RBZA7103C006,2019-09-09,6,72.93
RBZA7231C001,2019-09-09,6,21.15
RBZA7231C002,2019-09-09,6,35.35
RBZA7231C003,2019-09-09,6,198.27
RBZA7231C004,2019-09-09,6,9.65
RBZA7231C005,2019-09-09,6,16.2
RBZA7231C006,2019-09-09,6,74.61
RBZA7355C001,2019-09-09,6,135.5
RBZA7355C002,2019-09-09,6,71.32
RBZA7355C003,2019-09-09,6,31.98
RBZA7355C004,2019-09-09,6,42.35
RBZA7355C005,2019-09-09,6,27.96
RBZA7355C006,2019-09-09,6,10.53
RBZA7829C001,2019-09-09,6,128.88
RBZA7829C002,2019-09-09,6,21.04
RBZA7829C003,2019-09-09,6,9.57
RBZA7829C004,2019-09-09,6,28.08
RBZA7829C005,2019-09-09,6,6.64
RBZA7829C006,2019-09-09,6,2.77
RBZA7831C002,2019-09-09,6,46.08
RBZA7831C003,2019-09-09,6,34.5
RBZA7831C005,2019-09-09,6,12.84
RBZA7831C006,2019-09-09,6,13
RBZA8178C001,2019-09-09,6,53.02
RBZA8178C002,2019-09-09,6,20.89
RBZA8178C003,2019-09-09,6,35.38
RBZA8178C004,2019-09-09,6,12.07
RBZA8178C005,2019-09-09,6,4.91
RBZA8178C006,2019-09-09,6,11.09
RBZA8430C001,2019-09-09,6,84.85
RBZA8430C002,2019-09-09,6,113.25
RBZA8430C003,2019-09-09,6,100.51
RBZA8430C004,2019-09-09,6,48.29
RBZA8430C005,2019-09-09,6,64.69
RBZA8430C006,2019-09-09,6,41.77
RBZA8434C001,2019-09-09,6,125.61
RBZA8434C002,2019-09-09,6,178.11
RBZA8434C003,2019-09-09,6,43.54
RBZA8434C004,2019-09-09,6,52.32
RBZA8434C005,2019-09-09,6,55.19
RBZA8434C006,2019-09-09,6,15.14
RBZA8435C001,2019-09-09,6,62.98
RBZA8435C002,2019-09-09,6,61.81
RBZA8435C003,2019-09-09,6,227.71
RBZA8435C004,2019-09-09,6,17.09
RBZA8435C005,2019-09-09,6,19.78
RBZA8435C006,2019-09-09,6,60.21
RBZA8436C001,2019-09-09,6,50.75
RBZA8436C002,2019-09-09,6,53.72
RBZA8436C003,2019-09-09,6,117.88
RBZA8436C004,2019-09-09,6,12.63
RBZA8436C005,2019-09-09,6,17.24
RBZA8436C006,2019-09-09,6,40.58
RBZA8437C001,2019-09-09,6,161.28
RBZA8437C002,2019-09-09,6,207.04
RBZA8437C003,2019-09-09,6,169.47
RBZA8437C004,2019-09-09,6,38.8
RBZA8437C005,2019-09-09,6,56.97
RBZA8437C006,2019-09-09,6,48.63
RBZA8441C001,2019-09-09,6,174.01
RBZA8441C002,2019-09-09,6,162.24
RBZA8441C003,2019-09-09,6,127.23
RBZA8441C004,2019-09-09,6,54.4
RBZA8441C005,2019-09-09,6,62.46
RBZA8441C006,2019-09-09,6,41.31
RBZA8442C001,2019-09-09,6,8.33
RBZA8442C002,2019-09-09,6,3.28
RBZA8442C004,2019-09-09,6,3.98
RBZA8442C005,2019-09-09,6,0.85
RBZA8445C002,2019-09-09,6,14.26
RBZA8445C003,2019-09-09,6,5.57
RBZA8445C005,2019-09-09,6,3.13
RBZA8445C006,2019-09-09,6,1.91
RBZA8446C001,2019-09-09,6,42.89
RBZA8446C002,2019-09-09,6,32.65
RBZA8446C003,2019-09-09,6,376.9
RBZA8446C004,2019-09-09,6,11.36
RBZA8446C005,2019-09-09,6,12.03
RBZA8446C006,2019-09-09,6,80.4
RBZA8490C001,2019-09-09,6,78.11
RBZA8490C002,2019-09-09,6,13.96
RBZA8490C003,2019-09-09,6,31.28
RBZA8490C004,2019-09-09,6,27.42
RBZA8490C005,2019-09-09,6,5.5
RBZA8490C006,2019-09-09,6,13.68
RBZA8491C001,2019-09-09,6,180.87
RBZA8491C002,2019-09-09,6,169.95
RBZA8491C003,2019-09-09,6,8.01
RBZA8491C004,2019-09-09,6,68.22
RBZA8491C005,2019-09-09,6,72.35
RBZA8491C006,2019-09-09,6,3.45
RBZA8492C001,2019-09-09,6,124.24
RBZA8492C002,2019-09-09,6,122.88
RBZA8492C003,2019-09-09,6,113.69
RBZA8492C004,2019-09-09,6,58.45
RBZA8492C005,2019-09-09,6,58.38
RBZA8492C006,2019-09-09,6,55.13
RBZA8493C001,2019-09-09,6,44.38
RBZA8493C002,2019-09-09,6,24.4
RBZA8493C003,2019-09-09,6,27.1
RBZA8493C004,2019-09-09,6,19.41
RBZA8493C005,2019-09-09,6,11.95
RBZA8493C006,2019-09-09,6,8.45
RBZA8938C001,2019-09-09,6,161.62
RBZA8938C002,2019-09-09,6,145.1
RBZA8938C003,2019-09-09,6,187.54
RBZA8938C004,2019-09-09,6,54.25
RBZA8938C005,2019-09-09,6,34.15
RBZA8938C006,2019-09-09,6,49.74
RBZA9077C001,2019-09-09,6,259.73
RBZA9077C002,2019-09-09,6,339.19
RBZA9077C003,2019-09-09,6,275.14
RBZA9077C004,2019-09-09,6,120.01
RBZA9077C005,2019-09-09,6,133.63
RBZA9077C006,2019-09-09,6,122.99
RBZA9078C002,2019-09-09,6,78.81
RBZA9078C003,2019-09-09,6,196.28
RBZA9078C005,2019-09-09,6,31.73
RBZA9078C006,2019-09-09,6,105.27
RBZA9084C001,2019-09-09,6,239.19
RBZA9084C002,2019-09-09,6,119.54
RBZA9084C003,2019-09-09,6,453.12
RBZA9084C004,2019-09-09,6,117.33
RBZA9084C005,2019-09-09,6,49.76
RBZA9084C006,2019-09-09,6,231.4
RBZA9087C001,2019-09-09,6,103.19
RBZA9087C002,2019-09-09,6,337.61
RBZA9087C003,2019-09-09,6,94.71
RBZA9087C004,2019-09-09,6,29.75
RBZA9087C005,2019-09-09,6,91
RBZA9087C006,2019-09-09,6,36.07
RBZA9088C001,2019-09-09,6,122.25
RBZA9088C002,2019-09-09,6,127.69
RBZA9088C003,2019-09-09,6,100.54
RBZA9088C004,2019-09-09,6,44.14
RBZA9088C005,2019-09-09,6,38.19
RBZA9088C006,2019-09-09,6,32.97
RBZA9171C001,2019-09-09,6,235.34
RBZA9171C002,2019-09-09,6,152.03
RBZA9171C003,2019-09-09,6,82.03
RBZA9171C004,2019-09-09,6,65.48
RBZA9171C005,2019-09-09,6,70.8
RBZA9171C006,2019-09-09,6,30.6
RBZA9172C002,2019-09-09,6,32.38
RBZA9172C003,2019-09-09,6,34.94
RBZA9172C005,2019-09-09,6,8.6
RBZA9172C006,2019-09-09,6,9.74
RBZA9173C001,2019-09-09,6,127.23
RBZA9173C002,2019-09-09,6,58.79
RBZA9173C003,2019-09-09,6,195.41
RBZA9173C004,2019-09-09,6,38.62
RBZA9173C005,2019-09-09,6,18.62
RBZA9173C006,2019-09-09,6,52.17
RBZA9174C001,2019-09-09,6,96.63
RBZA9174C002,2019-09-09,6,95.6
RBZA9174C003,2019-09-09,6,273.56
RBZA9174C004,2019-09-09,6,40.33
RBZA9174C005,2019-09-09,6,29.33
RBZA9174C006,2019-09-09,6,115.09
RBZA9175C001,2019-09-09,6,220.86
RBZA9175C002,2019-09-09,6,48.19
RBZA9175C003,2019-09-09,6,54.98
RBZA9175C004,2019-09-09,6,72.19
RBZA9175C005,2019-09-09,6,14.4
RBZA9175C006,2019-09-09,6,14.17
RBZA9176C001,2019-09-09,6,152.44
RBZA9176C002,2019-09-09,6,136.85
RBZA9176C003,2019-09-09,6,168.9
RBZA9176C004,2019-09-09,6,55.85
RBZA9176C005,2019-09-09,6,39.26
RBZA9176C006,2019-09-09,6,44.78
RBZA9177C001,2019-09-09,6,177.1
RBZA9177C002,2019-09-09,6,123.5
RBZA9177C003,2019-09-09,6,112.68
RBZA9177C004,2019-09-09,6,63.29
RBZA9177C005,2019-09-09,6,54.61
RBZA9177C006,2019-09-09,6,32.16
RBZA9893C001,2019-09-09,6,14.85
RBZA9893C002,2019-09-09,6,378.9
RBZA9893C004,2019-09-09,6,4.58
RBZA9893C005,2019-09-09,6,176.04
RBZA9916C001,2019-09-09,6,132.3
RBZA9916C002,2019-09-09,6,441.68
RBZA9916C003,2019-09-09,6,268.1
RBZA9931C001,2019-09-09,6,1485.89
RBZA9931C002,2019-09-09,6,179.86
RBZA9931C003,2019-09-09,6,214.35
